Pclass,Title,PassengerId,Survived,Sex,Age,Fare,Cabin,Embarked,FamilySize
1,0,431,1,0,2,1,0.800000011920929,0,0.800000011920929
3,2,432,1,1,2,0,3.200000047683716,0,0.4000000059604645
2,2,433,1,1,3,1,3.200000047683716,0,0.4000000059604645
3,0,434,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,435,0,0,3,2,1.600000023841858,0,0.4000000059604645
1,1,436,1,1,0,3,0.4000000059604645,0,1.2000000476837158
3,1,437,0,1,1,2,3.200000047683716,0,1.600000023841858
2,2,438,1,1,1,1,3.200000047683716,0,0.800000011920929
1,0,439,0,0,4,3,0.800000011920929,0,0.800000011920929
2,0,440,0,0,2,0,3.200000047683716,0,0.800000011920929
2,2,441,1,1,3,1,3.200000047683716,0,0.800000011920929
3,0,442,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,443,0,0,1,0,3.200000047683716,0,0.4000000059604645
2,3,444,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,445,1,0,2,0,3.200000047683716,0,0.800000011920929
1,3,446,1,0,0,2,3.200000047683716,0,0.800000011920929
2,1,447,1,1,0,1,3.200000047683716,0,0.4000000059604645
1,0,448,1,0,2,1,3.200000047683716,0,0.800000011920929
3,1,449,1,1,0,1,3.200000047683716,1,1.2000000476837158
1,3,450,1,0,3,1,0.800000011920929,0,0.800000011920929
2,0,451,0,0,2,1,3.200000047683716,0,1.2000000476837158
3,0,452,0,0,2,1,3.200000047683716,0,0.4000000059604645
1,0,453,0,0,2,1,0.800000011920929,1,0.800000011920929
1,0,454,1,0,3,2,0.800000011920929,1,0.4000000059604645
3,0,455,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,456,1,0,2,0,3.200000047683716,1,0.800000011920929
1,0,457,0,0,4,1,1.600000023841858,0,0.800000011920929
1,2,458,1,1,2,2,1.2000000476837158,0,0.4000000059604645
2,1,459,1,1,3,0,3.200000047683716,0,0.800000011920929
3,0,460,0,0,2,0,3.200000047683716,2,0.800000011920929
1,0,461,1,0,3,1,1.600000023841858,0,0.800000011920929
3,0,462,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,463,0,0,3,2,1.600000023841858,0,0.800000011920929
2,0,464,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,465,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,466,0,0,3,0,3.200000047683716,0,0.800000011920929
2,0,467,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,468,0,0,3,1,3.200000047683716,0,0.800000011920929
3,0,469,0,0,2,0,3.200000047683716,2,0.800000011920929
3,1,470,1,1,0,1,3.200000047683716,1,1.2000000476837158
3,0,471,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,472,0,0,3,0,3.200000047683716,0,0.800000011920929
2,2,473,1,1,2,1,3.200000047683716,0,1.2000000476837158
2,2,474,1,1,1,0,1.2000000476837158,1,0.800000011920929
3,1,475,0,1,1,0,3.200000047683716,0,0.800000011920929
1,0,476,0,0,2,2,3.200000047683716,0,0.800000011920929
2,0,477,0,0,2,1,3.200000047683716,0,0.4000000059604645
3,0,478,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,0,479,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,480,1,1,0,0,3.200000047683716,0,0.4000000059604645
3,3,481,0,0,0,2,3.200000047683716,0,2.799999952316284
2,0,482,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,483,0,0,3,0,3.200000047683716,0,0.800000011920929
3,2,484,1,1,4,0,3.200000047683716,0,0.800000011920929
1,0,485,1,0,1,2,0.4000000059604645,1,0.4000000059604645
3,1,486,0,1,1,1,3.200000047683716,0,1.600000023841858
1,2,487,1,1,2,2,0.800000011920929,0,0.4000000059604645
1,0,488,0,0,3,1,0.4000000059604645,1,0.800000011920929
3,0,489,0,0,2,0,3.200000047683716,0,0.800000011920929
3,3,490,1,0,0,0,3.200000047683716,0,0.800000011920929
3,0,491,0,0,2,1,3.200000047683716,0,0.4000000059604645
3,0,492,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,493,0,0,3,1,0.800000011920929,0,0.800000011920929
1,0,494,0,0,4,2,3.200000047683716,1,0.800000011920929
3,0,495,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,496,0,0,2,0,3.200000047683716,1,0.800000011920929
1,1,497,1,1,3,2,1.2000000476837158,1,0.4000000059604645
3,0,498,0,0,2,0,3.200000047683716,0,0.800000011920929
1,2,499,0,1,1,3,0.800000011920929,0,1.2000000476837158
3,0,500,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,501,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,502,0,1,1,0,3.200000047683716,2,0.800000011920929
3,1,503,0,1,1,0,3.200000047683716,2,0.800000011920929
3,1,504,0,1,3,0,3.200000047683716,0,0.800000011920929
1,1,505,1,1,0,2,0.4000000059604645,0,0.800000011920929
1,0,506,0,0,1,3,0.800000011920929,1,0.4000000059604645
2,2,507,1,1,2,1,3.200000047683716,0,0.800000011920929
1,0,508,1,0,2,1,3.200000047683716,0,0.800000011920929
3,0,509,0,0,2,1,3.200000047683716,0,0.800000011920929
3,0,510,1,0,1,2,3.200000047683716,0,0.800000011920929
3,0,511,1,0,2,0,3.200000047683716,2,0.800000011920929
3,0,512,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,513,1,0,2,1,1.600000023841858,0,0.800000011920929
1,2,514,1,1,3,2,3.200000047683716,1,0.4000000059604645
3,0,515,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,516,0,0,3,2,1.2000000476837158,0,0.800000011920929
2,2,517,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,518,0,0,2,1,3.200000047683716,2,0.800000011920929
2,2,519,1,1,2,1,3.200000047683716,0,0.4000000059604645
3,0,520,0,0,2,0,3.200000047683716,0,0.800000011920929
1,1,521,1,1,2,2,0.4000000059604645,0,0.800000011920929
3,0,522,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,523,0,0,2,0,3.200000047683716,1,0.800000011920929
1,2,524,1,1,3,2,0.4000000059604645,1,0.4000000059604645
3,0,525,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,526,0,0,3,0,3.200000047683716,2,0.800000011920929
2,1,527,1,1,3,0,3.200000047683716,0,0.800000011920929
1,0,528,0,0,2,3,0.800000011920929,0,0.800000011920929
3,0,529,0,0,3,0,3.200000047683716,0,0.800000011920929
2,0,530,0,0,1,0,3.200000047683716,0,1.2000000476837158
2,1,531,1,1,0,1,3.200000047683716,0,0.800000011920929
3,0,532,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,533,0,0,1,0,3.200000047683716,1,0.800000011920929
3,2,534,1,1,2,1,3.200000047683716,1,0.800000011920929
3,1,535,0,1,2,0,3.200000047683716,0,0.800000011920929
2,1,536,1,1,0,1,3.200000047683716,0,0.800000011920929
1,3,537,0,0,3,1,0.4000000059604645,0,0.800000011920929
1,1,538,1,1,2,3,3.200000047683716,1,0.800000011920929
3,0,539,0,0,2,0,3.200000047683716,0,0.800000011920929
1,1,540,1,1,1,2,0.4000000059604645,1,0.800000011920929
1,1,541,1,1,2,2,0.4000000059604645,0,0.800000011920929
3,1,542,0,1,0,2,3.200000047683716,0,2.4000000953674316
3,1,543,0,1,0,2,3.200000047683716,0,2.4000000953674316
2,0,544,1,0,2,1,3.200000047683716,0,0.4000000059604645
1,0,545,0,0,3,3,0.800000011920929,1,0.4000000059604645
1,0,546,0,0,4,1,3.200000047683716,0,0.800000011920929
2,2,547,1,1,1,1,3.200000047683716,0,0.4000000059604645
2,0,548,1,0,2,0,3.200000047683716,1,0.800000011920929
3,0,549,0,0,2,1,3.200000047683716,0,0.800000011920929
2,3,550,1,0,0,2,3.200000047683716,0,0.800000011920929
1,0,551,1,0,1,3,0.800000011920929,1,0.800000011920929
2,0,552,0,0,2,1,3.200000047683716,0,0.800000011920929
3,0,553,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,554,1,0,1,0,3.200000047683716,1,0.800000011920929
3,1,555,1,1,1,0,3.200000047683716,0,0.800000011920929
1,0,556,0,0,3,1,3.200000047683716,0,0.800000011920929
1,3,557,1,1,3,2,3.200000047683716,1,0.4000000059604645
1,0,558,0,0,2,3,3.200000047683716,1,0.800000011920929
1,2,559,1,1,3,2,1.600000023841858,0,0.800000011920929
3,2,560,1,1,2,0,3.200000047683716,0,0.4000000059604645
3,0,561,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,562,0,0,3,0,3.200000047683716,0,0.800000011920929
2,0,563,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,564,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,565,0,1,1,0,3.200000047683716,0,0.800000011920929
3,0,566,0,0,1,1,3.200000047683716,0,0.800000011920929
3,0,567,0,0,1,0,3.200000047683716,0,0.800000011920929
3,2,568,0,1,2,1,3.200000047683716,0,1.600000023841858
3,0,569,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,570,1,0,2,0,3.200000047683716,0,0.800000011920929
2,0,571,1,0,3,0,3.200000047683716,0,0.800000011920929
1,2,572,1,1,3,2,0.800000011920929,0,0.800000011920929
1,0,573,1,0,2,1,1.600000023841858,0,0.800000011920929
3,1,574,1,1,1,0,3.200000047683716,2,0.800000011920929
3,0,575,0,0,0,0,3.200000047683716,0,0.800000011920929
3,0,576,0,0,1,0,3.200000047683716,0,0.800000011920929
2,1,577,1,1,2,0,3.200000047683716,0,0.800000011920929
1,2,578,1,1,3,2,1.600000023841858,0,0.4000000059604645
3,2,579,0,1,2,0,3.200000047683716,1,0.4000000059604645
3,0,580,1,0,2,0,3.200000047683716,0,0.800000011920929
2,1,581,1,1,1,1,3.200000047683716,0,0.800000011920929
1,2,582,1,1,3,3,0.800000011920929,1,0.800000011920929
2,0,583,0,0,3,1,3.200000047683716,0,0.800000011920929
1,0,584,0,0,2,2,3.200000047683716,1,0.800000011920929
3,0,585,0,0,2,0,3.200000047683716,1,0.800000011920929
1,1,586,1,1,1,2,1.600000023841858,0,0.800000011920929
2,0,587,0,0,3,0,3.200000047683716,0,0.800000011920929
1,0,588,1,0,3,2,0.4000000059604645,1,0.800000011920929
3,0,589,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,590,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,591,0,0,2,0,3.200000047683716,0,0.800000011920929
1,2,592,1,1,3,2,1.2000000476837158,1,0.4000000059604645
3,0,593,0,0,3,0,3.200000047683716,0,0.800000011920929
3,1,594,0,1,1,0,3.200000047683716,2,0.800000011920929
2,0,595,0,0,3,1,3.200000047683716,0,0.4000000059604645
3,0,596,0,0,2,1,3.200000047683716,0,0.800000011920929
2,1,597,1,1,1,2,3.200000047683716,0,0.800000011920929
3,0,598,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,599,0,0,2,0,3.200000047683716,1,0.800000011920929
1,3,600,1,0,3,2,3.200000047683716,1,0.4000000059604645
2,2,601,1,1,1,1,3.200000047683716,0,1.2000000476837158
3,0,602,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,603,0,0,2,2,3.200000047683716,0,0.800000011920929
3,0,604,0,0,3,0,3.200000047683716,0,0.800000011920929
1,0,605,1,0,2,1,3.200000047683716,1,0.800000011920929
3,0,606,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,0,607,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,608,1,0,2,1,3.200000047683716,0,0.800000011920929
2,2,609,1,1,1,2,3.200000047683716,1,1.2000000476837158
1,1,610,1,1,3,3,0.800000011920929,0,0.800000011920929
3,2,611,0,1,3,2,3.200000047683716,0,2.4000000953674316
3,0,612,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,613,1,1,1,0,3.200000047683716,2,0.4000000059604645
3,0,614,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,615,0,0,2,0,3.200000047683716,0,0.800000011920929
2,1,616,1,1,1,2,3.200000047683716,0,1.2000000476837158
3,0,617,0,0,2,0,3.200000047683716,0,0.800000011920929
3,2,618,0,1,1,0,3.200000047683716,0,0.4000000059604645
2,1,619,1,1,0,2,3.200000047683716,0,1.2000000476837158
2,0,620,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,621,0,0,2,0,3.200000047683716,1,0.4000000059604645
1,0,622,1,0,3,2,1.2000000476837158,0,0.4000000059604645
3,0,623,1,0,1,0,3.200000047683716,1,0.800000011920929
3,0,624,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,625,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,626,0,0,3,2,1.2000000476837158,0,0.800000011920929
2,3,627,0,0,3,0,3.200000047683716,2,0.800000011920929
1,1,628,1,1,1,2,1.2000000476837158,0,0.800000011920929
3,0,629,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,630,0,0,2,0,3.200000047683716,2,0.800000011920929
1,0,631,1,0,4,1,3.200000047683716,0,0.800000011920929
3,0,632,0,0,3,0,3.200000047683716,0,0.800000011920929
1,3,633,1,0,2,1,0.4000000059604645,1,0.800000011920929
1,0,634,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,635,0,1,0,1,3.200000047683716,0,0.800000011920929
2,1,636,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,637,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,638,0,0,2,1,3.200000047683716,0,0.800000011920929
3,2,639,0,1,3,2,3.200000047683716,0,0.800000011920929
3,0,640,0,0,2,0,3.200000047683716,0,0.4000000059604645
3,0,641,0,0,1,0,3.200000047683716,0,0.800000011920929
1,3,642,1,1,1,2,0.4000000059604645,1,0.800000011920929
3,1,643,0,1,0,1,3.200000047683716,0,0.800000011920929
3,0,644,1,0,2,2,3.200000047683716,0,0.800000011920929
3,1,645,1,1,0,1,3.200000047683716,1,1.2000000476837158
1,0,646,1,0,3,2,1.2000000476837158,1,0.4000000059604645
3,0,647,0,0,1,0,3.200000047683716,0,0.800000011920929
1,3,648,1,0,3,2,3.200000047683716,1,0.800000011920929
3,0,649,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,650,1,1,1,0,3.200000047683716,0,0.800000011920929
3,0,651,0,0,2,0,3.200000047683716,0,0.800000011920929
2,1,652,1,1,1,1,3.200000047683716,0,0.4000000059604645
3,0,653,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,654,1,1,1,0,3.200000047683716,2,0.800000011920929
3,1,655,0,1,1,0,3.200000047683716,2,0.800000011920929
2,0,656,0,0,1,2,3.200000047683716,0,0.800000011920929
3,0,657,0,0,2,0,3.200000047683716,0,0.800000011920929
3,2,658,0,1,2,0,3.200000047683716,2,0.800000011920929
2,0,659,0,0,1,0,3.200000047683716,0,0.800000011920929
1,0,660,0,0,3,3,1.2000000476837158,1,0.800000011920929
1,3,661,1,0,3,3,3.200000047683716,0,0.800000011920929
3,0,662,0,0,3,0,3.200000047683716,1,0.800000011920929
1,0,663,0,0,3,1,1.600000023841858,0,0.800000011920929
3,0,664,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,665,1,0,1,0,3.200000047683716,0,0.4000000059604645
2,0,666,0,0,2,2,3.200000047683716,0,0.800000011920929
2,0,667,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,668,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,669,0,0,3,0,3.200000047683716,0,0.800000011920929
1,2,670,1,1,2,2,0.800000011920929,0,0.4000000059604645
2,2,671,1,1,3,2,3.200000047683716,0,0.800000011920929
1,0,672,0,0,2,2,0.4000000059604645,0,0.4000000059604645
2,0,673,0,0,4,0,3.200000047683716,0,0.800000011920929
2,0,674,1,0,2,0,3.200000047683716,0,0.800000011920929
2,0,675,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,676,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,677,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,678,1,1,1,0,3.200000047683716,0,0.800000011920929
3,2,679,0,1,3,2,3.200000047683716,0,2.799999952316284
1,0,680,1,0,2,3,0.4000000059604645,1,0.4000000059604645
3,1,681,0,1,1,0,3.200000047683716,2,0.800000011920929
1,0,682,1,0,2,2,1.2000000476837158,1,0.800000011920929
3,0,683,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,684,0,0,0,2,3.200000047683716,0,2.799999952316284
2,0,685,0,0,3,2,3.200000047683716,0,0.800000011920929
2,0,686,0,0,1,2,3.200000047683716,1,1.2000000476837158
3,0,687,0,0,0,2,3.200000047683716,0,0.800000011920929
3,0,688,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,689,0,0,1,0,3.200000047683716,0,0.800000011920929
1,1,690,1,1,0,3,0.4000000059604645,0,0.4000000059604645
1,0,691,1,0,2,2,0.4000000059604645,0,0.4000000059604645
3,1,692,1,1,0,0,3.200000047683716,1,0.4000000059604645
3,0,693,1,0,2,2,3.200000047683716,0,0.800000011920929
3,0,694,0,0,1,0,3.200000047683716,1,0.800000011920929
1,3,695,0,0,3,1,3.200000047683716,0,0.800000011920929
2,0,696,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,697,0,0,3,0,3.200000047683716,0,0.800000011920929
3,1,698,1,1,1,0,3.200000047683716,2,0.800000011920929
1,0,699,0,0,3,3,0.800000011920929,1,0.800000011920929
3,0,700,0,0,3,0,3.200000047683716,0,0.800000011920929
1,2,701,1,1,1,3,0.800000011920929,1,0.4000000059604645
1,0,702,1,0,2,1,1.600000023841858,0,0.800000011920929
3,1,703,0,1,1,0,3.200000047683716,1,0.4000000059604645
3,0,704,0,0,1,0,3.200000047683716,2,0.800000011920929
3,0,705,0,0,1,0,3.200000047683716,0,0.4000000059604645
2,0,706,0,0,3,1,3.200000047683716,0,0.800000011920929
2,2,707,1,1,3,0,3.200000047683716,0,0.800000011920929
1,0,708,1,0,3,1,1.600000023841858,0,0.800000011920929
1,1,709,1,1,1,3,3.200000047683716,0,0.800000011920929
3,3,710,1,0,0,0,3.200000047683716,1,0.800000011920929
1,3,711,1,1,1,2,0.800000011920929,1,0.800000011920929
1,0,712,0,0,2,1,0.800000011920929,0,0.800000011920929
1,0,713,1,0,3,2,0.800000011920929,0,0.4000000059604645
3,0,714,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,715,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,716,0,0,1,0,3.200000047683716,0,0.800000011920929
1,1,717,1,1,3,3,0.800000011920929,1,0.800000011920929
2,1,718,1,1,2,0,1.600000023841858,0,0.800000011920929
3,0,719,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,720,0,0,2,0,3.200000047683716,0,0.800000011920929
2,1,721,1,1,0,2,3.200000047683716,0,0.4000000059604645
3,0,722,0,0,1,0,3.200000047683716,0,0.4000000059604645
2,0,723,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,724,0,0,3,0,3.200000047683716,0,0.800000011920929
1,0,725,1,0,2,2,1.600000023841858,0,0.4000000059604645
3,0,726,0,0,1,0,3.200000047683716,0,0.800000011920929
2,2,727,1,1,2,1,3.200000047683716,0,1.2000000476837158
3,1,728,1,1,1,0,3.200000047683716,2,0.800000011920929
2,0,729,0,0,1,1,3.200000047683716,0,0.4000000059604645
3,1,730,0,1,1,0,3.200000047683716,0,0.4000000059604645
1,1,731,1,1,2,3,0.4000000059604645,0,0.800000011920929
3,0,732,0,0,0,1,3.200000047683716,1,0.800000011920929
2,0,733,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,734,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,735,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,736,0,0,2,0,3.200000047683716,0,0.800000011920929
3,2,737,0,1,3,2,3.200000047683716,0,1.600000023841858
1,0,738,1,0,2,3,0.4000000059604645,1,0.800000011920929
3,0,739,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,740,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,741,1,0,2,1,1.2000000476837158,0,0.800000011920929
1,0,742,0,0,2,2,0.800000011920929,0,0.4000000059604645
1,1,743,1,1,1,3,0.4000000059604645,1,1.600000023841858
3,0,744,0,0,1,0,3.200000047683716,0,0.4000000059604645
3,0,745,1,0,2,0,3.200000047683716,0,0.800000011920929
1,3,746,0,0,4,2,0.4000000059604645,0,0.800000011920929
3,0,747,0,0,0,1,3.200000047683716,0,0.800000011920929
2,1,748,1,1,2,0,3.200000047683716,0,0.800000011920929
1,0,749,0,0,1,2,1.2000000476837158,0,0.4000000059604645
3,0,750,0,0,2,0,3.200000047683716,2,0.800000011920929
2,1,751,1,1,0,1,3.200000047683716,0,0.800000011920929
3,3,752,1,0,0,0,1.600000023841858,0,0.4000000059604645
3,0,753,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,754,0,0,1,0,3.200000047683716,0,0.800000011920929
2,2,755,1,1,3,2,3.200000047683716,0,1.2000000476837158
2,3,756,1,0,0,0,3.200000047683716,0,0.800000011920929
3,0,757,0,0,2,0,3.200000047683716,0,0.800000011920929
2,0,758,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,759,0,0,2,0,3.200000047683716,0,0.800000011920929
1,3,760,1,1,2,2,0.4000000059604645,0,0.800000011920929
3,0,761,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,762,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,763,1,0,1,0,3.200000047683716,1,0.800000011920929
1,2,764,1,1,2,3,0.4000000059604645,0,1.2000000476837158
3,0,765,0,0,0,0,3.200000047683716,0,0.800000011920929
1,2,766,1,1,3,2,1.2000000476837158,0,0.4000000059604645
1,3,767,0,0,0,2,3.200000047683716,1,0.800000011920929
3,1,768,0,1,2,0,3.200000047683716,2,0.800000011920929
3,0,769,0,0,2,1,3.200000047683716,2,0.4000000059604645
3,0,770,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,771,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,772,0,0,3,0,3.200000047683716,0,0.800000011920929
2,2,773,0,1,3,0,1.600000023841858,0,0.800000011920929
3,0,774,0,0,2,0,3.200000047683716,1,0.800000011920929
2,2,775,1,1,3,1,3.200000047683716,0,1.600000023841858
3,0,776,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,777,0,0,2,0,3.200000047683716,2,0.800000011920929
3,1,778,1,1,0,0,3.200000047683716,0,0.800000011920929
3,0,779,0,0,2,0,3.200000047683716,2,0.800000011920929
1,2,780,1,1,3,3,0.4000000059604645,0,0.4000000059604645
3,1,781,1,1,0,0,3.200000047683716,1,0.800000011920929
1,2,782,1,1,1,2,0.4000000059604645,0,0.4000000059604645
1,0,783,0,0,2,1,1.2000000476837158,0,0.800000011920929
3,0,784,0,0,2,1,3.200000047683716,0,1.2000000476837158
3,0,785,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,786,0,0,1,0,3.200000047683716,0,0.800000011920929
3,1,787,1,1,1,0,3.200000047683716,0,0.800000011920929
3,3,788,0,0,0,1,3.200000047683716,2,0.800000011920929
3,3,789,1,0,0,1,3.200000047683716,0,1.2000000476837158
1,0,790,0,0,3,2,0.4000000059604645,1,0.800000011920929
3,0,791,0,0,2,0,3.200000047683716,2,0.800000011920929
2,0,792,0,0,0,1,3.200000047683716,0,0.800000011920929
3,1,793,0,1,1,2,3.200000047683716,0,0.800000011920929
1,0,794,0,0,2,1,3.200000047683716,1,0.800000011920929
3,0,795,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,796,0,0,3,0,3.200000047683716,0,0.800000011920929
1,3,797,1,1,3,1,1.2000000476837158,0,0.800000011920929
3,2,798,1,1,2,0,3.200000047683716,0,0.800000011920929
3,0,799,0,0,2,0,3.200000047683716,1,0.800000011920929
3,2,800,0,1,2,1,3.200000047683716,0,0.800000011920929
2,0,801,0,0,2,0,3.200000047683716,0,0.800000011920929
2,2,802,1,1,2,1,3.200000047683716,0,0.800000011920929
1,3,803,1,0,0,3,0.4000000059604645,0,1.2000000476837158
3,3,804,1,0,0,0,3.200000047683716,1,0.4000000059604645
3,0,805,1,0,2,0,3.200000047683716,0,0.800000011920929
3,0,806,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,807,0,0,3,0,3.200000047683716,0,0.800000011920929
3,1,808,0,1,1,0,3.200000047683716,0,0.800000011920929
2,0,809,0,0,3,0,3.200000047683716,0,0.800000011920929
1,2,810,1,1,2,2,1.600000023841858,0,0.4000000059604645
3,0,811,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,812,0,0,3,1,3.200000047683716,0,0.800000011920929
2,0,813,0,0,2,0,3.200000047683716,0,0.800000011920929
3,1,814,0,1,0,2,3.200000047683716,0,2.4000000953674316
3,0,815,0,0,2,0,3.200000047683716,0,0.800000011920929
1,0,816,0,0,2,0,0.4000000059604645,0,0.800000011920929
3,1,817,0,1,1,0,3.200000047683716,0,0.800000011920929
2,0,818,0,0,2,2,3.200000047683716,1,0.800000011920929
3,0,819,0,0,3,0,3.200000047683716,0,0.800000011920929
3,3,820,0,0,0,1,3.200000047683716,0,0.800000011920929
1,2,821,1,1,3,2,0.4000000059604645,0,0.800000011920929
3,0,822,1,0,2,0,3.200000047683716,0,0.800000011920929
1,3,823,0,0,3,0,3.200000047683716,0,0.800000011920929
3,2,824,1,1,2,0,1.600000023841858,0,0.4000000059604645
3,3,825,0,0,0,2,3.200000047683716,0,0.800000011920929
3,0,826,0,0,2,0,3.200000047683716,2,0.800000011920929
3,0,827,0,0,2,2,3.200000047683716,0,0.800000011920929
2,3,828,1,0,0,2,3.200000047683716,1,0.800000011920929
3,0,829,1,0,2,0,3.200000047683716,2,0.800000011920929
1,2,830,1,1,3,2,0.4000000059604645,0,0.800000011920929
3,2,831,1,1,0,0,3.200000047683716,1,0.4000000059604645
2,3,832,1,0,0,1,3.200000047683716,0,0.800000011920929
3,0,833,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,834,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,835,0,0,1,0,3.200000047683716,0,0.800000011920929
1,1,836,1,1,3,2,1.600000023841858,1,0.800000011920929
3,0,837,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,838,0,0,2,0,3.200000047683716,0,0.800000011920929
3,0,839,1,0,2,2,3.200000047683716,0,0.800000011920929
1,0,840,1,0,2,1,0.800000011920929,1,0.800000011920929
3,0,841,0,0,1,0,3.200000047683716,0,0.800000011920929
2,0,842,0,0,0,0,3.200000047683716,0,0.800000011920929
1,1,843,1,1,2,2,3.200000047683716,1,0.800000011920929
3,0,844,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,845,0,0,1,0,3.200000047683716,0,0.800000011920929
3,0,846,0,0,3,0,3.200000047683716,0,0.800000011920929
3,0,847,0,0,2,2,3.200000047683716,0,0.800000011920929
3,0,848,0,0,2,0,3.200000047683716,1,0.800000011920929
2,3,849,0,0,2,2,3.200000047683716,0,0.4000000059604645
1,2,850,1,1,2,2,0.800000011920929,1,0.4000000059604645
3,3,851,0,0,0,2,3.200000047683716,0,2.4000000953674316
3,0,852,0,0,4,0,3.200000047683716,0,0.800000011920929
3,1,853,0,1,0,0,3.200000047683716,1,0.800000011920929
1,1,854,1,1,0,2,1.2000000476837158,0,0.4000000059604645
2,2,855,0,1,3,1,3.200000047683716,0,0.4000000059604645
3,2,856,1,1,1,0,3.200000047683716,0,0.4000000059604645
1,2,857,1,1,3,3,3.200000047683716,0,0.800000011920929
1,0,858,1,0,3,1,1.600000023841858,0,0.800000011920929
3,2,859,1,1,1,1,3.200000047683716,1,1.2000000476837158
3,0,860,0,0,2,0,3.200000047683716,1,0.800000011920929
3,0,861,0,0,3,0,3.200000047683716,0,0.800000011920929
